video_id,song_title,channel_name,original_title,audio_file
xgwSYlZSYN8,-_Una_Cançó_(Videoclip_Oficial),Julen,Julen - Una Cançó (Videoclip Oficial),xgwSYlZSYN8_-_Una_Cançó_(Videoclip_Oficial).mp3
uQVlLOB0rOE,-_Honestament_(2022),Els Catarres,Els Catarres - Honestament (2022),uQVlLOB0rOE_-_Honestament_(2022).mp3
y-gNVxLK6HM,Entre_les_branques,Seikos - Topic,Entre les branques,y-gNVxLK6HM_Entre_les_branques.mp3
QXC9J1jWbmc,SOMRIUREM_Txarango_feat._Nil_Moliner,Txarango Oficial,SOMRIUREM - Txarango feat. Nil Moliner,QXC9J1jWbmc_SOMRIUREM_Txarango_feat._Nil_Moliner.mp3
cAaLAh3Tgvk,-_Lliure_(Videoclip_oficial),Les Montses,Les Montses - Lliure (Videoclip oficial),cAaLAh3Tgvk_-_Lliure_(Videoclip_oficial).mp3
qfRJSVOT9qc,-_TU_A_MENORCA_I_JO_A_L'ESCALA,SUU,SUU - TU A MENORCA I JO A L'ESCALA,qfRJSVOT9qc_-_TU_A_MENORCA_I_JO_A_L'ESCALA.mp3
BD8wMF7JNvo,HO_TENIM_TOT_JOAN_DAUSÀ_(ÀLBUM_COMPLET),Joan Dausà,HO TENIM TOT - JOAN DAUSÀ (ÀLBUM COMPLET),BD8wMF7JNvo_HO_TENIM_TOT_JOAN_DAUSÀ_(ÀLBUM_COMPLET).mp3
k2W7dzNpCO8,Moments,Manu Guix Oficial,Moments,k2W7dzNpCO8_Moments.mp3
MhTIm72l0JU,XAVI_SARRIÀ_La_nit_ferida,Xavi Sarrià,XAVI SARRIÀ - La nit ferida,MhTIm72l0JU_XAVI_SARRIÀ_La_nit_ferida.mp3
2VaNfggROM0,PORTO_BELLO_SOM_DE_FOC,Portobello Música,PORTO BELLO - SOM DE FOC,2VaNfggROM0_PORTO_BELLO_SOM_DE_FOC.mp3
i8r_sIdXVpk,KOERS_El_Teu_Amor_(Official_Video),KOERS Reggae Band,KOERS - El Teu Amor (Official Video),i8r_sIdXVpk_KOERS_El_Teu_Amor_(Official_Video).mp3
4oBpI48JUPs,Blaumut_El_Que_Vull_(Videoclip_Oficial),Blaumut Oficial,Blaumut - El Que Vull (Videoclip Oficial),4oBpI48JUPs_Blaumut_El_Que_Vull_(Videoclip_Oficial).mp3
Yck26JqKLTE,si_això_sacaba_aquí,ariox - Topic,si això s’acaba aquí,Yck26JqKLTE_si_això_sacaba_aquí.mp3
P4Xr-ZetJ00,El_bany_VIENNA_&_Roserona(Videoclip_Oficial),Vienna grup,El bany - VIENNA & Roserona(Videoclip Oficial),P4Xr-ZetJ00_El_bany_VIENNA_&_Roserona(Videoclip_Oficial).mp3
BPaO4nC1rN8,SENYOR_OCA_CAMINAR_LENT,Senyor Oca,SENYOR OCA - CAMINAR LENT,BPaO4nC1rN8_SENYOR_OCA_CAMINAR_LENT.mp3
r9GgJiega3I,Lluny_de_L'asfalt,MOSAIC - Topic,Lluny de L'asfalt,r9GgJiega3I_Lluny_de_L'asfalt.mp3
TcHsNUwuKVQ,nem_fora_-,Júlia Blum,‘nem fora - Júlia Blum,TcHsNUwuKVQ_nem_fora_-.mp3
c_WhIxnnADQ,ARIOX_I_GALGO_LENTO_HO_SENTO,Galgo Lento,ARIOX I GALGO LENTO - HO SENTO,c_WhIxnnADQ_ARIOX_I_GALGO_LENTO_HO_SENTO.mp3
Y1WImYQ7r_E,",_Albert_Pla_No_Vull_Baixar_(Official_Video)",STAY HOMAS,"STAY HOMAS, Albert Pla - No Vull Baixar (Official Video)","Y1WImYQ7r_E_,_Albert_Pla_No_Vull_Baixar_(Official_Video).mp3"
kuvZjViDbFE,Pèl_de_Gall_Junts_Videoclip_Oficial,RGBSuports,Pèl de Gall - Junts - Videoclip Oficial,kuvZjViDbFE_Pèl_de_Gall_Junts_Videoclip_Oficial.mp3
hWs_xpkZJmQ,CANTA_I_PEPET_I_MARIETA_feat._Miquel_d'Oques_Grasses_(Videoclip),Pepet i marieta,CANTA I PEPET I MARIETA feat. Miquel d'Oques Grasses (Videoclip),hWs_xpkZJmQ_CANTA_I_PEPET_I_MARIETA_feat._Miquel_d'Oques_Grasses_(Videoclip).mp3
LVS_qlQ8ptc,-_L'amant_malalta_(videoclip_oficial),Manel,Manel - L'amant malalta (videoclip oficial),LVS_qlQ8ptc_-_L'amant_malalta_(videoclip_oficial).mp3
iomQtdVvakg,The_Penguins_Band_Boires_i_Retrets_(Cançó_Oficial_de_la_Volta_Ciclista_a_Catalunya_2022),Reggae Per Xics,The Penguins Band - Boires i Retrets (Cançó Oficial de la Volta Ciclista a Catalunya 2022),iomQtdVvakg_The_Penguins_Band_Boires_i_Retrets_(Cançó_Oficial_de_la_Volta_Ciclista_a_Catalunya_2022).mp3
Uwoqw-axM-E,Roger_Argemí_Quan_S'apaga_El_Món_(Videoclip_oficial),Crea Music,Roger Argemí  -  Quan S'apaga El Món (Videoclip oficial),Uwoqw-axM-E_Roger_Argemí_Quan_S'apaga_El_Món_(Videoclip_oficial).mp3
j3snvN5pHHQ,Els_Amics_de_Manel_Per_ser_Feliç_Capítol_1_(Videoclip_oficial),Els Amics De Manel,Els Amics de Manel - Per ser Feliç -  Capítol 1  (Videoclip oficial),j3snvN5pHHQ_Els_Amics_de_Manel_Per_ser_Feliç_Capítol_1_(Videoclip_oficial).mp3
KRwByTFPoHI,ITACA_BAND_VOLA,Itaca Band Oficial,ITACA BAND - VOLA,KRwByTFPoHI_ITACA_BAND_VOLA.mp3
XKZhwWzC_qw,Per_què_no_balleu_VIENNA_&_Adrià_Salas_(Videoclip_Oficial),Vienna grup,Per què no balleu? - VIENNA & Adrià Salas (Videoclip Oficial),XKZhwWzC_qw_Per_què_no_balleu_VIENNA_&_Adrià_Salas_(Videoclip_Oficial).mp3
-ZpZA_bJkBY,SEMPRE_TORNES_Jacobs_(Official_Video),JACOBS,SEMPRE TORNES - Jacobs (Official Video),-ZpZA_bJkBY_SEMPRE_TORNES_Jacobs_(Official_Video).mp3
lcZALyaYvnw,PORTO_BELLO_LA_LLEI_UNIVERSAL,Portobello Música,PORTO BELLO - LA LLEI UNIVERSAL,lcZALyaYvnw_PORTO_BELLO_LA_LLEI_UNIVERSAL.mp3
NLDdfISCMp0,Bufa_el_vent,Maison Bélier - Topic,Bufa el vent,NLDdfISCMp0_Bufa_el_vent.mp3
EbTQx0taNTo,Jaleiu_final,Guillem Albà & La Marabunta - Topic,Jaleiu final,EbTQx0taNTo_Jaleiu_final.mp3
fKkpDj83b_A,David_Ros_Després_de_la_tempesta_(vídeo_oficial),U98 MUSIC,David Ros - Després de la tempesta (vídeo oficial),fKkpDj83b_A_David_Ros_Després_de_la_tempesta_(vídeo_oficial).mp3
_Yx0J2JckAM,La_dels_Manolos_feat._Los_Manolos_(Videoclip_Oficial),The Tyets,La dels Manolos | The Tyets feat. Los Manolos (Videoclip Oficial),_Yx0J2JckAM_La_dels_Manolos_feat._Los_Manolos_(Videoclip_Oficial).mp3
7-kX-vR0O90,La_La_Love_You_La_canción_del_verano,Subterfuge Records,La La Love You - La canción del verano,7-kX-vR0O90_La_La_Love_You_La_canción_del_verano.mp3
a9n1ZvTADFo,5_minuts_(Nadales_de_sofà)_alícia_rey_&_janbu,Alícia Rey,5 minuts (Nadales de sofà) - alícia rey & janbu,a9n1ZvTADFo_5_minuts_(Nadales_de_sofà)_alícia_rey_&_janbu.mp3
ZaqfqnkUIZs,-_Fem_un_crit_(Videoclip_Oficial),La Plaga N11,La Plaga N11 - Fem un crit (Videoclip Oficial),ZaqfqnkUIZs_-_Fem_un_crit_(Videoclip_Oficial).mp3
aP5LrjfjjsE,"Suu,_Carlos_Sadness-_Barcelona_Tropical_(Video_Oficial)",SUU,"Suu, Carlos Sadness- Barcelona Tropical (Video Oficial)","aP5LrjfjjsE_Suu,_Carlos_Sadness-_Barcelona_Tropical_(Video_Oficial).mp3"
B24EqukEl98,Arc_de_Triomf_La_Matinada_(Videoclip_Oficial),Arc De Triomf,Arc de Triomf  - La Matinada (Videoclip Oficial),B24EqukEl98_Arc_de_Triomf_La_Matinada_(Videoclip_Oficial).mp3
3LEOkTgs3oo,Miki_Núñez_No_M'ho_Esperava,Miki Nuñez,Miki Núñez - No M'ho Esperava,3LEOkTgs3oo_Miki_Núñez_No_M'ho_Esperava.mp3
BC2xsgLYmn0,Vull_Ballar_amb_Tu,Carla López Mauri - Topic,Vull Ballar amb Tu,BC2xsgLYmn0_Vull_Ballar_amb_Tu.mp3
9TiJr7M_-9A,-_Tintin_(Videoclip_oficial),Els Catarres,Els Catarres - Tintin (Videoclip oficial),9TiJr7M_-9A_-_Tintin_(Videoclip_oficial).mp3
jDt-1QycDw8,i_Keila_Elm_Mirant_Endins_(Videoclip_Oficial),La Corda Fluixa,La Corda Fluixa i Keila Elm - Mirant Endins (Videoclip Oficial),jDt-1QycDw8_i_Keila_Elm_Mirant_Endins_(Videoclip_Oficial).mp3
o1G-nLjveww,-_Massa_bé_(Vídeo_Oficial),Doctor Prats,Doctor Prats - Massa bé (Vídeo Oficial),o1G-nLjveww_-_Massa_bé_(Vídeo_Oficial).mp3
zfauEk_EPfU,Un_petonet_i_Juan_Magán_(Cafè_pels_més_cafeteros),The Tyets,Un petonet - The Tyets i Juan Magán (Cafè pels més cafeteros),zfauEk_EPfU_Un_petonet_i_Juan_Magán_(Cafè_pels_més_cafeteros).mp3
0_2EndbQ0gA,DOCTOR_PRATS_x_LA_FÚMIGA_EXTRAORDINÀRIAMENT_NORMAL_(Vídeo_oficial),Doctor Prats,DOCTOR PRATS x LA FÚMIGA - EXTRAORDINÀRIAMENT NORMAL (Vídeo oficial),0_2EndbQ0gA_DOCTOR_PRATS_x_LA_FÚMIGA_EXTRAORDINÀRIAMENT_NORMAL_(Vídeo_oficial).mp3
fZZ6nJ22AjY,Buhos_Millors_moments_de_la_vida_(Lyric_video),Buhos Oficial,Buhos - Millors moments de la vida (Lyric video),fZZ6nJ22AjY_Buhos_Millors_moments_de_la_vida_(Lyric_video).mp3
4L04S3rc6Z0,-_LA_FORTUNA_(2025),Els Catarres,Els Catarres - LA FORTUNA (2025),4L04S3rc6Z0_-_LA_FORTUNA_(2025).mp3
swilqdRztD8,Xarop_de_Sol,BaixLlo - Topic,Xarop de Sol,swilqdRztD8_Xarop_de_Sol.mp3
_li-urFdjzI,"-_Mòbil,_claus_i_cartera_(Videoclip_Oficial)",Sexenni,"Sexenni - Mòbil, claus i cartera (Videoclip Oficial)","_li-urFdjzI_-_Mòbil,_claus_i_cartera_(Videoclip_Oficial).mp3"
ujjziJ8SWq0,A_FORA_PLOU_(Videoclip),The Tyets,A FORA PLOU | The Tyets (Videoclip),ujjziJ8SWq0_A_FORA_PLOU_(Videoclip).mp3
q7joYEHgWd4,HEM_VINGUT_A_JUGAR,Buhos Oficial,HEM VINGUT A JUGAR,q7joYEHgWd4_HEM_VINGUT_A_JUGAR.mp3
WakP10DXiD0,-_LA_MARINA_STA_MORENA_(Videoclip_Oficial),Figa Flawas,Figa Flawas - LA MARINA STA MORENA (Videoclip Oficial),WakP10DXiD0_-_LA_MARINA_STA_MORENA_(Videoclip_Oficial).mp3
3OAVTZS9IEQ,Una_altra_vegada_Suu,SUU,Una altra vegada - Suu,3OAVTZS9IEQ_Una_altra_vegada_Suu.mp3
U-eBn_W4qmU,",_The_Tyets_Sushi_Poke_(Videoclip)",dani6ix & IZZKID,"dani6ix & IZZKID, The Tyets - Sushi Poke (Videoclip)","U-eBn_W4qmU_,_The_Tyets_Sushi_Poke_(Videoclip).mp3"
oCVwPd0R02I,Estiu_ple_de_màgia,BaixLlo - Topic,Estiu ple de màgia,oCVwPd0R02I_Estiu_ple_de_màgia.mp3
NNoVBHRUm0w,-_A_PRENDRE_PEL_CUL,Els Catarres,Els Catarres - A PRENDRE PEL CUL,NNoVBHRUm0w_-_A_PRENDRE_PEL_CUL.mp3
p0Nf7ipXvVc,Bali_13_La_miradeta_(Videoclip_ofical),Bali13 Music,Bali 13 - La miradeta (Videoclip ofical),p0Nf7ipXvVc_Bali_13_La_miradeta_(Videoclip_ofical).mp3
4g-5XxEPxOk,Alfred_García_T'estiu_(Lyric_Video)_(Official),alfredgarcia,Alfred García - T'estiu (Lyric Video) (Official),4g-5XxEPxOk_Alfred_García_T'estiu_(Lyric_Video)_(Official).mp3
pQ791J7N068,i_The_Tyets_4-3-3,Els Amics de les Arts,Els Amics de les Arts i The Tyets - 4-3-3,pQ791J7N068_i_The_Tyets_4-3-3.mp3
i1YmbSNi1iE,DOCTOR_PRATS_AERÒBIC_(Vídeo_oficial),Doctor Prats,DOCTOR PRATS - AERÒBIC (Vídeo oficial),i1YmbSNi1iE_DOCTOR_PRATS_AERÒBIC_(Vídeo_oficial).mp3
GBeJ2aohHk8,&_FIGA_FLAWAS_Espurna_(Official_Video),STAY HOMAS,STAY HOMAS & FIGA FLAWAS - Espurna (Official Video),GBeJ2aohHk8_&_FIGA_FLAWAS_Espurna_(Official_Video).mp3
VMOIyfQPD68,La_Nit_Brilla,BaixLlo - Topic,La Nit Brilla,VMOIyfQPD68_La_Nit_Brilla.mp3
eZsL4DddTMQ,-_Catalan_Society_(Videoclip),Mama Dousha,Mama Dousha - Catalan Society (Videoclip),eZsL4DddTMQ_-_Catalan_Society_(Videoclip).mp3
pOnI5ATJjOI,-_LOTUS_(Videoclip),Mushkaa,Mushkaa - LOTUS (Videoclip),pOnI5ATJjOI_-_LOTUS_(Videoclip).mp3
PUSSbuGhNnQ,Alfred_García_Rumba_catalana_(Official),alfredgarcia,Alfred García - Rumba catalana (Official),PUSSbuGhNnQ_Alfred_García_Rumba_catalana_(Official).mp3
PHZOxr-b2mE,GINESTÀ_TOT_EL_QUE_ENS_QUEDA,Ginestà Oficial,GINESTÀ - TOT EL QUE ENS QUEDA,PHZOxr-b2mE_GINESTÀ_TOT_EL_QUE_ENS_QUEDA.mp3
U8LR6hu6xRo,-_REBOBINAR_Official_Music_Video,La Fúmiga,La Fúmiga - REBOBINAR | Official Music Video,U8LR6hu6xRo_-_REBOBINAR_Official_Music_Video.mp3
tko91o2mf8k,",_Mama_Dousha_turuturutu_(Official)",Gigi Ros,"Gigi Ros, Mama Dousha - turuturutu (Official)","tko91o2mf8k_,_Mama_Dousha_turuturutu_(Official).mp3"
WgBvDsWwaTI,La_força_de_l'amor,BaixLlo - Topic,La força de l'amor,WgBvDsWwaTI_La_força_de_l'amor.mp3
HWmx9OJEuZ4,QUE_VINGUIS_THE_TYETS,The Tyets,QUE VINGUIS | THE TYETS,HWmx9OJEuZ4_QUE_VINGUIS_THE_TYETS.mp3
j8M-pEALoOA,Papallones_-,JULS,Papallones - JULS,j8M-pEALoOA_Papallones_-.mp3
KcZJasNujn8,LALBA_Malèfica_(Videoclip_oficial),LAL'BA MUSIC,LALBA - Malèfica (Videoclip oficial),KcZJasNujn8_LALBA_Malèfica_(Videoclip_oficial).mp3
Qj-t8SRq2mw,GINESTÀ_NOMÉS_VIURE_(Videoclip_oficial),Ginestà Oficial,GINESTÀ - NOMÉS VIURE (Videoclip oficial),Qj-t8SRq2mw_GINESTÀ_NOMÉS_VIURE_(Videoclip_oficial).mp3
M_q2KVEB8XY,Serem_més_forts,Miki Nuñez,Serem més forts,M_q2KVEB8XY_Serem_més_forts.mp3
BUIGC9j98Rg,-_El_club_de_la_sisena_hora_(Videoclip_Oficial),Sexenni,Sexenni - El club de la sisena hora (Videoclip Oficial),BUIGC9j98Rg_-_El_club_de_la_sisena_hora_(Videoclip_Oficial).mp3
Xd984ELDRMI,OCTUBRE_DEL_24_JOAN_DAUSÀ_&_PAULA_KOOPS,Joan Dausà,OCTUBRE DEL 24 - JOAN DAUSÀ & PAULA KOOPS,Xd984ELDRMI_OCTUBRE_DEL_24_JOAN_DAUSÀ_&_PAULA_KOOPS.mp3
k7v95GU58jA,BOIG_X_TU_FLASHY_ICE_CREAM,Flashy Ice Cream,BOIG X TU - FLASHY ICE CREAM,k7v95GU58jA_BOIG_X_TU_FLASHY_ICE_CREAM.mp3
Vl8O6-lrt7A,FA_DIES_ft._Chiara_Oliver_(Videoclip),The Tyets,FA DIES | The Tyets ft. Chiara Oliver (Videoclip),Vl8O6-lrt7A_FA_DIES_ft._Chiara_Oliver_(Videoclip).mp3
0IzlV9miSsM,MAMA_DOUSHA_Sant_Tornem-hi_(Videoclip),Mama Dousha,MAMA DOUSHA - Sant Tornem-hi (Videoclip),0IzlV9miSsM_MAMA_DOUSHA_Sant_Tornem-hi_(Videoclip).mp3
_85enZwRAY4,TODAY_IS_THE_DAY_(Buhos_and_Mar_Lucas),Buhos Oficial,TODAY IS THE DAY (Buhos and Mar Lucas),_85enZwRAY4_TODAY_IS_THE_DAY_(Buhos_and_Mar_Lucas).mp3
2GqyieyR3ds,OQUES_GRASSES_JUBILAR-ME,Oques Grasses,OQUES GRASSES - JUBILAR-ME,2GqyieyR3ds_OQUES_GRASSES_JUBILAR-ME.mp3
aGQWnWAyWVs,Bicicletes,Iglú,Bicicletes,aGQWnWAyWVs_Bicicletes.mp3
xyj-e3ZfWUc,"-_COR_PETIT_(amb_Figa_Flawas,_Videoclip_Oficial)",Pol Bordas,"Pol Bordas - COR PETIT (amb Figa Flawas, Videoclip Oficial)","xyj-e3ZfWUc_-_COR_PETIT_(amb_Figa_Flawas,_Videoclip_Oficial).mp3"
WcdiZJVj_MM,MAMA_DOUSHA_Que_Chévere_feat._Dj_Panko_(Videoclip),Mama Dousha,MAMA DOUSHA - Que Chévere feat. Dj Panko (Videoclip),WcdiZJVj_MM_MAMA_DOUSHA_Que_Chévere_feat._Dj_Panko_(Videoclip).mp3
9KwVlJWIGFA,-_La_Faràndula_(Videoclip_Oficial),Sexenni,Sexenni - La Faràndula (Videoclip Oficial),9KwVlJWIGFA_-_La_Faràndula_(Videoclip_Oficial).mp3
MuhPRegAHpU,-_SOLUCIONS_i_NO_PROBLEMES,Figa Flawas,Figa Flawas - SOLUCIONS i NO PROBLEMES,MuhPRegAHpU_-_SOLUCIONS_i_NO_PROBLEMES.mp3
mDa6tvbnZsQ,OQUES_GRASSES_COM_ESTÀ_EL_PATI_(Vídeo_oficial),Oques Grasses,OQUES GRASSES - COM ESTÀ EL PATI (Vídeo oficial),mDa6tvbnZsQ_OQUES_GRASSES_COM_ESTÀ_EL_PATI_(Vídeo_oficial).mp3
EAv4ifeL8zM,Passen_Coses_Suu,SUU,Passen Coses - Suu,EAv4ifeL8zM_Passen_Coses_Suu.mp3
pypUKWgyYZE,ACTITUD_(Buhos_x_Fraktal_x_Mon_DJ),Buhos Oficial,ACTITUD (Buhos x Fraktal x Mon DJ),pypUKWgyYZE_ACTITUD_(Buhos_x_Fraktal_x_Mon_DJ).mp3
IMaUqEhGzKg,-_ARA_(Videoclip_Oficial),Nil Moliner,Nil Moliner - ARA (Videoclip Oficial),IMaUqEhGzKg_-_ARA_(Videoclip_Oficial).mp3
cyQz_HDm-Is,OQUES_GRASSES_SORT_DE_TU,Oques Grasses,OQUES GRASSES - SORT DE TU,cyQz_HDm-Is_OQUES_GRASSES_SORT_DE_TU.mp3
GYv0rdQFaE0,&_Figa_Flawas_JA_DORMIRÉ_Official_Music_Video,La Fúmiga,La Fúmiga & Figa Flawas - JA DORMIRÉ | Official Music Video,GYv0rdQFaE0_&_Figa_Flawas_JA_DORMIRÉ_Official_Music_Video.mp3
V-7NQoTv7RM,-_COMENÇAR_A_VIURE,Els Catarres,Els Catarres - COMENÇAR A VIURE,V-7NQoTv7RM_-_COMENÇAR_A_VIURE.mp3
R_3-5MaWxL8,Miki_Núñez_Dins_del_meu_cap,Miki Nuñez,Miki Núñez - Dins del meu cap,R_3-5MaWxL8_Miki_Núñez_Dins_del_meu_cap.mp3
5bdsZjgMOLY,",_Bad_Gyal_SexeSexy_(Videoclip)",Mushkaa,"Mushkaa, Bad Gyal - SexeSexy (Videoclip)","5bdsZjgMOLY_,_Bad_Gyal_SexeSexy_(Videoclip).mp3"
Xhaw0bI8LH8,AINA_REIG_Tòpics_CAP._I_(Video_Oficial),Aina Reig,AINA REIG - Tòpics - CAP. I (Video Oficial),Xhaw0bI8LH8_AINA_REIG_Tòpics_CAP._I_(Video_Oficial).mp3
4nWRXo_MnK0,-_L'_amor_no_està_de_moda,Mama Dousha,Mama Dousha - L' amor no està de moda,4nWRXo_MnK0_-_L'_amor_no_està_de_moda.mp3
HnVAM8BNqgQ,"Belén_Aguilera,_Julieta_THELMA_&_LOUISE",BelénAguilera,"Belén Aguilera, Julieta - THELMA & LOUISE","HnVAM8BNqgQ_Belén_Aguilera,_Julieta_THELMA_&_LOUISE.mp3"
djyVYcCQ9Z8,Alfred_García_Els_teus_ulls,alfredgarcia,Alfred García - Els teus ulls,djyVYcCQ9Z8_Alfred_García_Els_teus_ulls.mp3
GjZ-77Yu3bY,-_Abans_que_s'acabi_el_món,Gertrudis,Gertrudis - Abans que s'acabi el món,GjZ-77Yu3bY_-_Abans_que_s'acabi_el_món.mp3
F8QeWZKMp0U,OQUES_GRASSES_COM_EL_DIA_I_LA_NIT_&_JULIETA,Oques Grasses,OQUES GRASSES - COM EL DIA I LA NIT & JULIETA,F8QeWZKMp0U_OQUES_GRASSES_COM_EL_DIA_I_LA_NIT_&_JULIETA.mp3
Rh-rEP0kH-g,i_The_Tyets_Grup_de_Pop_(Videoclip_Oficial),Sexenni,Sexenni i The Tyets - Grup de Pop (Videoclip Oficial),Rh-rEP0kH-g_i_The_Tyets_Grup_de_Pop_(Videoclip_Oficial).mp3
vZCbFxePSFs,",_Triquell_Que_et_vagi_bé_(Videoclip_Oficial)",Sopa de Cabra,"Sopa de Cabra, Triquell - Que et vagi bé (Videoclip Oficial)","vZCbFxePSFs_,_Triquell_Que_et_vagi_bé_(Videoclip_Oficial).mp3"
iO7oS8iw1cU,-_4_KISSUS,Figa Flawas,Figa Flawas - 4 KISSUS,iO7oS8iw1cU_-_4_KISSUS.mp3
FhJR6OO1X8Y,Jenifer_-,Els Catarres,Jenifer - Els Catarres,FhJR6OO1X8Y_Jenifer_-.mp3
qp6cDEDc4P4,GINESTÀ_La_meva_sort_(videolyric),Ginestà Oficial,GINESTÀ - La meva sort (videolyric),qp6cDEDc4P4_GINESTÀ_La_meva_sort_(videolyric).mp3
1pJacfNyx1U,TOTA_LA_VIDA_IGLÚ_(Videoclip_Oficial),Iglú,TOTA LA VIDA - IGLÚ (Videoclip Oficial),1pJacfNyx1U_TOTA_LA_VIDA_IGLÚ_(Videoclip_Oficial).mp3
wczcNZPEl9g,&_The_Tyets_COVARDS_Official_Music_Video,La Fúmiga,La Fúmiga & The Tyets - COVARDS | Official Music Video,wczcNZPEl9g_&_The_Tyets_COVARDS_Official_Music_Video.mp3
uGGocdQzLk0,CADA_TREN_FLASHY_ICE_CREAM,Flashy Ice Cream,CADA TREN - FLASHY ICE CREAM,uGGocdQzLk0_CADA_TREN_FLASHY_ICE_CREAM.mp3
y0bx_PVZA8Y,-_Vull_estar_amb_tu,Els Catarres,Els Catarres - Vull estar amb tu,y0bx_PVZA8Y_-_Vull_estar_amb_tu.mp3
G3rql0y9Sv8,Olívia_(Èpic_Solete)_-,The Tyets,Olívia (Èpic Solete) - The Tyets,G3rql0y9Sv8_Olívia_(Èpic_Solete)_-.mp3
s0iHO_u7oAw,PER_NOSALTRES_I_ELS_DE_DALT_JOAN_DAUSÀ,Joan Dausà,PER NOSALTRES I ELS DE DALT - JOAN DAUSÀ,s0iHO_u7oAw_PER_NOSALTRES_I_ELS_DE_DALT_JOAN_DAUSÀ.mp3
mzc-qB_6VP4,-_XINU_XANU_(unofficial_gatetes_video),STAY HOMAS,STAY HOMAS - XINU XANU (unofficial gatetes video),mzc-qB_6VP4_-_XINU_XANU_(unofficial_gatetes_video).mp3
r9ISefU1StU,-_TORNAR_Official_Music_Video,La Fúmiga,La Fúmiga - TORNAR | Official Music Video,r9ISefU1StU_-_TORNAR_Official_Music_Video.mp3
7TiK1CTw3GA,TORNEM_A_CASA_THE_TYETS,The Tyets,TORNEM A CASA | THE TYETS,7TiK1CTw3GA_TORNEM_A_CASA_THE_TYETS.mp3
yV0ZtyPDe-E,x_Mushkaa_DIABLA,Figa Flawas,Figa Flawas x Mushkaa - DIABLA,yV0ZtyPDe-E_x_Mushkaa_DIABLA.mp3
iWNIcA88D6w,-_El_Món_(Visualizer),Roger Padrós,Roger Padrós - El Món (Visualizer),iWNIcA88D6w_-_El_Món_(Visualizer).mp3
QUVjLY4y48s,-_Rikiti_(Videoclip),Mama Dousha,Mama Dousha - Rikiti (Videoclip),QUVjLY4y48s_-_Rikiti_(Videoclip).mp3
-yMOYM_ZxGg,Tu_Em_Fas_Ballar,MOSAIC - Topic,Tu Em Fas Ballar,-yMOYM_ZxGg_Tu_Em_Fas_Ballar.mp3
Kx73OzRj7qE,COTI_X_COTI_(Videoclip_oficial),The Tyets,COTI X COTI | The Tyets (Videoclip oficial),Kx73OzRj7qE_COTI_X_COTI_(Videoclip_oficial).mp3
PgFmC14pgdc,LAL'BA_X_Una_Nit,LAL'BA MUSIC,LAL'BA | X Una Nit,PgFmC14pgdc_LAL'BA_X_Una_Nit.mp3
g21fcoUkag0,-_QUE_NO_S'ACABI_(Videoclip_Oficial),Figa Flawas,Figa Flawas - QUE NO S'ACABI (Videoclip Oficial),g21fcoUkag0_-_QUE_NO_S'ACABI_(Videoclip_Oficial).mp3
QQed1SvgDMs,MILLOR_DEL_QUE_PENSAVA_FLASHY_ICE_CREAM,Flashy Ice Cream,MILLOR DEL QUE PENSAVA - FLASHY ICE CREAM,QQed1SvgDMs_MILLOR_DEL_QUE_PENSAVA_FLASHY_ICE_CREAM.mp3
OFibjRBDiXA,&_THE_TYETS_LA_PLATJA,STAY HOMAS,STAY HOMAS & THE TYETS - LA PLATJA,OFibjRBDiXA_&_THE_TYETS_LA_PLATJA.mp3
WwB_ZOq50_k,Coco_Llimona_i_Sal,U98 MUSIC,Coco - Llimona i Sal,WwB_ZOq50_k_Coco_Llimona_i_Sal.mp3
8rohDBc7uRs,JO_MAI_MAI_videoclip_oficial_(HD)_JOAN_DAUSÀ,Joan Dausà,JO MAI MAI - videoclip oficial (HD) - JOAN DAUSÀ,8rohDBc7uRs_JO_MAI_MAI_videoclip_oficial_(HD)_JOAN_DAUSÀ.mp3
mHFSCwB1GGA,-_Per_la_borda_(Videoclip_Oficial),Sexenni,Sexenni - Per la borda (Videoclip Oficial),mHFSCwB1GGA_-_Per_la_borda_(Videoclip_Oficial).mp3
5B8Uq1xmhio,Miki_Núñez_Gelat,Miki Nuñez,Miki Núñez - Gelat,5B8Uq1xmhio_Miki_Núñez_Gelat.mp3
xJM3VWm8VA0,Buhos_El_món_de_veritat_(Lyric_video),Buhos Oficial,Buhos - El món de veritat (Lyric video),xJM3VWm8VA0_Buhos_El_món_de_veritat_(Lyric_video).mp3
B3sApvb5eBM,LAL'BA_Parella_Imperfecta_(Videolyric),LAL'BA MUSIC,LAL'BA | Parella Imperfecta (Videolyric),B3sApvb5eBM_LAL'BA_Parella_Imperfecta_(Videolyric).mp3
9m4aZGHFBik,-_MUSSEGU_(Videoclip_Oficial),Figa Flawas,Figa Flawas - MUSSEGU (Videoclip Oficial),9m4aZGHFBik_-_MUSSEGU_(Videoclip_Oficial).mp3
FfBqn0EUi-E,x_Lluís_Gavaldà_XALALÀ,Figa Flawas,Figa Flawas x Lluís Gavaldà - XALALÀ,FfBqn0EUi-E_x_Lluís_Gavaldà_XALALÀ.mp3
ynYQ2q1XsFU,ELS_CATARRES_COR_(2023),Els Catarres,ELS CATARRES - COR (2023),ynYQ2q1XsFU_ELS_CATARRES_COR_(2023).mp3
